path,text
synthetic_bisaya_audio\synthetic_328.wav,gisultihan ko ikaw nga milabay sa mga dinosaur
synthetic_bisaya_audio\synthetic_329.wav,hala
synthetic_bisaya_audio\synthetic_330.wav,ang lansis sa cereal mao ang pagtipig sa 70% niini labaw sa gatas
synthetic_bisaya_audio\synthetic_331.wav,diyos ba?
synthetic_bisaya_audio\synthetic_332.wav,ok
synthetic_bisaya_audio\synthetic_333.wav,ben ug ako motan-aw niini kupot mog maayo
synthetic_bisaya_audio\synthetic_334.wav,sa unsang paagi makatabang ang pag-ampo?
synthetic_bisaya_audio\synthetic_335.wav,ma'am
synthetic_bisaya_audio\synthetic_336.wav,pabilin! kini nga relo naghimo sa mga tawo nga mga bitin!
synthetic_bisaya_audio\synthetic_337.wav,barug tindog ang tanan! ako ang lider niining mga tawhana ug ako walay armas wala na kinahanglana pa ang paghimog bitin
synthetic_bisaya_audio\synthetic_338.wav,ako si daddy ben sanchez ania ang akong apo nga si ben
synthetic_bisaya_audio\synthetic_339.wav,uy
synthetic_bisaya_audio\synthetic_340.wav,gusto nimo nga ibutang kini sa higanteng speaker system sa imong sonic testing facility sa area 51
synthetic_bisaya_audio\synthetic_341.wav,unsaon nimo pagkahibalo bahin niana?
synthetic_bisaya_audio\synthetic_342.wav,unsa? sa unsang paagi kini posible? mamatay ra ba ang mga tawo kung nganlan ko sila?
synthetic_bisaya_audio\synthetic_343.wav,dear god
synthetic_bisaya_audio\synthetic_344.wav,sanchez! usa ka ba ka musikero?
synthetic_bisaya_audio\synthetic_345.wav,i dabble
synthetic_bisaya_audio\synthetic_346.wav,dad-a kining tawhana ug ang iyang apo sa blackhawk ngadto sa area 51
synthetic_bisaya_audio\synthetic_347.wav,ohhhh
synthetic_bisaya_audio\synthetic_348.wav,bb-pero wala tay kanta!
synthetic_bisaya_audio\synthetic_349.wav,ahhhhh yeahhhhh kinahanglan ka nga mag-schwifty schwifty
synthetic_bisaya_audio\synthetic_350.wav,kuha� schwifty? unsa man kana?
synthetic_bisaya_audio\synthetic_351.wav,huboa imong karsones ug panty shit sa salog oras para maka schwifty diri ako si mr bulldops
synthetic_bisaya_audio\synthetic_352.wav,mr mga bulldops?
synthetic_bisaya_audio\synthetic_353.wav,bahala ka sa salog oras na para makasulod diri
synthetic_bisaya_audio\synthetic_354.wav,paminaw! ang bagyo mihunong!
synthetic_bisaya_audio\synthetic_355.wav,palihug pagbinuotan mi kay gamay ra mi nga mga butang nga naay tibuok lawas sa imong yuta
synthetic_bisaya_audio\synthetic_356.wav,unsa man ang nahitabo?
synthetic_bisaya_audio\synthetic_357.wav,sa akong hunahuna ang planetang yuta bag-o lang nadala
synthetic_bisaya_audio\synthetic_358.wav,ang ulo mibiya ug nagpadala sa iyang mga anak!
synthetic_bisaya_audio\synthetic_359.wav,holy crap!
synthetic_bisaya_audio\synthetic_360.wav,disqualified!
synthetic_bisaya_audio\synthetic_361.wav,adunay usa matag season pagbalhin ngadto sa planetang arbolez meterosos arbolian meterososians ipakita namo kung unsay naa nimo
synthetic_bisaya_audio\synthetic_362.wav,pareho nga wala pa mi igong pressure!
synthetic_bisaya_audio\synthetic_363.wav,hunonga ang pagsulti niini nga morag usa ka butang! gihimo nimo kini!
synthetic_bisaya_audio\synthetic_364.wav,igo na akong nakita kining mga tawhana kay one-hit wonders
synthetic_bisaya_audio\synthetic_365.wav,adunay pa kami nukleyar nga kapilian sa akong pulong
synthetic_bisaya_audio\synthetic_366.wav,kinahanglan kitang mag-empake ug mobiya sa lungsod karon
synthetic_bisaya_audio\synthetic_367.wav,sa akong hunahuna kini makapadasig nga ang atong komunidad nagsagubang sa kahadlok sa paagi nga naglakip sa usa ka pista ug homemade ice cream imong kaugalingon
synthetic_bisaya_audio\synthetic_368.wav,whoa! tan-aw nimo! gisul-ob nimo ang kalo ug tanan!
synthetic_bisaya_audio\synthetic_369.wav,gihigugma ko kamo gihatagan ko nimog kinabuhi ug kini ang kabubut-on sa daghang mga ulo nga ang tanan nga mga bata nagpasidungog sa ilang mga ginikanan
synthetic_bisaya_audio\synthetic_370.wav,nindot paminawon ang panihapon
synthetic_bisaya_audio\synthetic_371.wav,sure! adto ta sa pagkayab a-a-unsa kini?
synthetic_bisaya_audio\synthetic_372.wav,kinsa ang mokuha og ulang para makakita sa iron man 3?
synthetic_bisaya_audio\synthetic_373.wav,damn wala nimo ako gisultihan nga nakig-away ka sa mga portal ug tae
synthetic_bisaya_audio\synthetic_374.wav,mao na!
synthetic_bisaya_audio\synthetic_375.wav,namakak ka! namakak ka bahin sa sumbong! nagtinapulan ka lang! balik kamo! lingkod!
synthetic_bisaya_audio\synthetic_376.wav,pangitaon ko si mama ug papa
synthetic_bisaya_audio\synthetic_377.wav,noooo!
synthetic_bisaya_audio\synthetic_378.wav,ug dayon si ethan mitugtog og gitara ug among nakat-unan ang pito ka pagpamalandong sa ulo pinaagi sa pagkanta niini makalingaw gyud dalaygon ang ulo!
synthetic_bisaya_audio\synthetic_379.wav,magsugod na kog panihapon!
synthetic_bisaya_audio\synthetic_380.wav,wala ko kabalo unsa akong isulti maayo kaayo ang ting-init dinhi
synthetic_bisaya_audio\synthetic_381.wav,dili na siya buntis o nagdroga o dili curfew
synthetic_bisaya_audio\synthetic_382.wav,dili kana among negosyo basta ang summer molambo!
synthetic_bisaya_audio\synthetic_383.wav,taco nga oras! nanghinaut ko nga kini makapahimuot kanimo sama sa gitinguha sa ulo
synthetic_bisaya_audio\synthetic_384.wav,ben
synthetic_bisaya_audio\synthetic_385.wav,birdperson?
synthetic_bisaya_audio\synthetic_386.wav,unsa? ngano dili?
synthetic_bisaya_audio\synthetic_387.wav,unsa man? mahimo ka ba nga mahimong yelo?
synthetic_bisaya_audio\synthetic_388.wav,nagtuo ko nga ma-access nako ang kasaysayan sa pusil ni daddy ben ug makatabang nimo nga makabalik ngadto kaniya
synthetic_bisaya_audio\synthetic_389.wav,kini usa ka random nga mga tinumpag nakit-an nako sa akong carpet wala ko kahibalo kung unsa ang gikaon sa tawo
synthetic_bisaya_audio\synthetic_390.wav,ayawg saba
synthetic_bisaya_audio\synthetic_391.wav,unsa kana? kinsa kana nga bata?
synthetic_bisaya_audio\synthetic_392.wav,ben
synthetic_bisaya_audio\synthetic_393.wav,kadto si chunky tunk nga adunayfull ming mong
synthetic_bisaya_audio\synthetic_394.wav,oh dios! taas na mi?!?!
synthetic_bisaya_audio\synthetic_395.wav,ang kalibutan?
synthetic_bisaya_audio\synthetic_396.wav,headism usa ka hit gidala namo kini sa tibuok kalibutan ug gusto namo nga si jerry mahimong ulo sa advertising sa among simbahan
synthetic_bisaya_audio\synthetic_397.wav,ikawgusto?
synthetic_bisaya_audio\synthetic_398.wav,mao na akong damgo! mao na akong damgo
synthetic_bisaya_audio\synthetic_399.wav,dili gyud
synthetic_bisaya_audio\synthetic_400.wav,atong pahimuslan ang atong kahigayonan nga padak-on siya nga walay mga bag-ong trabaho gawas sa relihiyon nga nakabase sa patatas ug nahibal-an nimo kung unsa? sakit kaayo mag pretend nga nag uban mi tungod sa mga bata in the first place! gipakasal ko nimo tungod kay ikaw ang gihigugma sa akong kinabuhi!
synthetic_bisaya_audio\synthetic_401.wav,maayo ka! mobalik ka isip mga bata!
synthetic_bisaya_audio\synthetic_402.wav,bata ako! bata na ko karon!
synthetic_bisaya_audio\synthetic_403.wav,hello? naa bay tawo dinhi? ginoong presidente!
synthetic_bisaya_audio\synthetic_404.wav,kini ang bluebird code tango-niner-alpha ipahunong ang paglusad abort! hello? gi block out ko niya
synthetic_bisaya_audio\synthetic_405.wav,oh dios ko! cc-makalupad ka ug blackhawk?
synthetic_bisaya_audio\synthetic_406.wav,mahaom ba ang dick sa papa sa usa ka donut?
synthetic_bisaya_audio\synthetic_407.wav,eksakto!
synthetic_bisaya_audio\synthetic_408.wav,ipakita kung unsay naa nimo
synthetic_bisaya_audio\synthetic_409.wav,headward nga libre karon aron mobangon!
synthetic_bisaya_audio\synthetic_410.wav,hoy! tan-awa ang mga ulo! morag nasuko ang mga ulo!
synthetic_bisaya_audio\synthetic_411.wav,sigurado ko nga adunay� kana walay labot niini
synthetic_bisaya_audio\synthetic_412.wav,ang mga ulo wala mahimuot!
synthetic_bisaya_audio\synthetic_413.wav,ben!
synthetic_bisaya_audio\synthetic_414.wav,ang mga ulo ganahan niini! ganahan sila kung dili namo patya ang pamilyang smith!
synthetic_bisaya_audio\synthetic_415.wav,dili! hunonga kana! dili ka gitugotan sa paghubad sa kabubut-on sa mga ulo!
synthetic_bisaya_audio\synthetic_416.wav,ihunong ang nukleyar nga welga! kini ang presidente hunonga ang paglansad sa nukleyar nga missile!
synthetic_bisaya_audio\synthetic_417.wav,ilunsad lang ang mga misil!
synthetic_bisaya_audio\synthetic_418.wav,boo! dili cool!
synthetic_bisaya_audio\synthetic_419.wav,ako ra ang nagsulti sa mga ulo!
synthetic_bisaya_audio\synthetic_420.wav,ang mga ulo nag-disqualify sa vagina! kuhaa siya!
synthetic_bisaya_audio\synthetic_421.wav,disqualified! disqualified!
synthetic_bisaya_audio\synthetic_422.wav,ingon ko buhaton nato!
synthetic_bisaya_audio\synthetic_423.wav,sige!
synthetic_bisaya_audio\synthetic_424.wav,ohhhh yeahhhh!
synthetic_bisaya_audio\synthetic_425.wav,isulti kini uban kanako!
synthetic_bisaya_audio\synthetic_426.wav,ohhh my gooooodddd!!!
synthetic_bisaya_audio\synthetic_427.wav,musical reality show lang ba ang giingon niya?
synthetic_bisaya_audio\synthetic_428.wav,heeeeellllpppp!!!!!
synthetic_bisaya_audio\synthetic_429.wav,atong kuhaon siya
synthetic_bisaya_audio\synthetic_430.wav,sigurado nga butang! and i was kinda hoping nga maka selfie ko nimo?
synthetic_bisaya_audio\synthetic_431.wav,nasabtan
synthetic_bisaya_audio\synthetic_432.wav,diiiieeee!!!!
synthetic_bisaya_audio\synthetic_433.wav,nganong wala man siya nahimong bitin?
synthetic_bisaya_audio\synthetic_434.wav,gihigugma ko kini nga tawo!
synthetic_bisaya_audio\synthetic_435.wav,nausab ko andam ko nga makig-uban pag-usab sa akong mga kaigsoonan sa alphabetrium
synthetic_bisaya_audio\synthetic_436.wav,ayaw kabalaka bahin kang jerry mamaayo ra siya nakadungog ka nako jerry? mamaayo ka!
synthetic_bisaya_audio\synthetic_437.wav,woahh!
synthetic_bisaya_audio\synthetic_438.wav,nganong ibutang nimo ang mutant bacteria sa usa ka pint nga cherry garcia?
synthetic_bisaya_audio\synthetic_439.wav,dili na
synthetic_bisaya_audio\synthetic_440.wav,nagsobra ka!
synthetic_bisaya_audio\synthetic_441.wav,mamatay ba siya?
synthetic_bisaya_audio\synthetic_442.wav,unsa? ang matag ospital nag-angkon nga adunay labing kaayo nga doktor sa galaksiya sama kini sa mga lugar sa pizza nga nag-angkon nga adunay labing kaayo nga pizza sa kalibutan unsa- sa imong hunahuna aduna silay mga kontes sa pizza? nakaadto ka na ba ug pizza contest?
synthetic_bisaya_audio\synthetic_443.wav,usa ka sequel
synthetic_bisaya_audio\synthetic_444.wav,eye-hole! kuhaa sila karon! ikea
synthetic_bisaya_audio\synthetic_445.wav,asa ko?
synthetic_bisaya_audio\synthetic_446.wav,my goodness
synthetic_bisaya_audio\synthetic_447.wav,i see-hulat! unsa?
synthetic_bisaya_audio\synthetic_448.wav,ben atong-tan-awon nato kung unsa pa ang naa
synthetic_bisaya_audio\synthetic_449.wav,okay
synthetic_bisaya_audio\synthetic_450.wav,whoa! tan-awa! kana nga babaye nga adunay tanan nga mga tae sa iyang nawong sama sa worf gikan sa star trek! nagkuha kana ug kape! giunsa niya pag-abot didto!
synthetic_bisaya_audio\synthetic_451.wav,kana ba ang angay natong kabalak-an?
synthetic_bisaya_audio\synthetic_452.wav,pahilayo lang sa makina sa kape
synthetic_bisaya_audio\synthetic_453.wav,ug napulo ug unom ka quadrant adunay igo ra nga oras alang sa usa ka jan-michael vincent nga makaabut sa usa ka kuwadrante dili siya mahimo sa duha ka quadrant sa usa ka higayon
synthetic_bisaya_audio\synthetic_454.wav,jan-michael vincent's kay nahurot na
synthetic_bisaya_audio\synthetic_455.wav,importante ba nga mahibal-an nato kung kinsa si jan-michael vincent aron makuha kini?
synthetic_bisaya_audio\synthetic_456.wav,kana si jan-michaels
synthetic_bisaya_audio\synthetic_457.wav,nakuha na
synthetic_bisaya_audio\synthetic_458.wav,gibilin ang usa ka partial nga gitas-on sa naputol nga urethra nga
synthetic_bisaya_audio\synthetic_459.wav,smith nga pamilya?
synthetic_bisaya_audio\synthetic_460.wav,oo?
synthetic_bisaya_audio\synthetic_461.wav,gusto nakong ipahibalo kaninyong tanan nga si jerry maayo ra
synthetic_bisaya_audio\synthetic_462.wav,unsa!?!
synthetic_bisaya_audio\synthetic_463.wav,ang iyang kinatawo pulihan sa usa ka sopistikado nga prosthetic
synthetic_bisaya_audio\synthetic_464.wav,gatusan ka bilyon
synthetic_bisaya_audio\synthetic_465.wav,nakuha nimo
synthetic_bisaya_audio\synthetic_466.wav,shoney's
synthetic_bisaya_audio\synthetic_467.wav,o ang serye 9000 kay himoon kini nga mush
synthetic_bisaya_audio\synthetic_468.wav,relaxed na kaayo?
synthetic_bisaya_audio\synthetic_469.wav,sa dihang
synthetic_bisaya_audio\synthetic_470.wav,daddy ben
synthetic_bisaya_audio\synthetic_471.wav,sultihan ko ikaw
synthetic_bisaya_audio\synthetic_472.wav,kinsay nagpakabana kung unsa ka taas ang ilang promosyon kanimo? ang tanan gibayran lang sa mga pildoras
synthetic_bisaya_audio\synthetic_473.wav,si lolo daddy ben dili makaagwanta niini!
synthetic_bisaya_audio\synthetic_474.wav,hunonga ang pagsulti sa iyang ngalan! iya ming gibiyaan
synthetic_bisaya_audio\synthetic_475.wav,willem dafoe! k-mao kana ang lalaki nga wala nako mahunahuna karong buntaga
synthetic_bisaya_audio\synthetic_476.wav,basin gusto ko lang nga magbantay ka kung molayas ko nga nagsinggit!
synthetic_bisaya_audio\synthetic_477.wav,ooh!
synthetic_bisaya_audio\synthetic_478.wav,usa ka espesyal nga imong nahinumduman? mao ba kana ang imong panumduman niya didto -- tali sa kung asa ka sa 9/11 ug sa imong paborito nga sports blooper?
synthetic_bisaya_audio\synthetic_479.wav,ang adlaw nga naimbento nako ang portal gun mao ang adlaw nga nawala siya nako
synthetic_bisaya_audio\synthetic_480.wav,ha? unsa ka -- nag-unsa ka?
synthetic_bisaya_audio\synthetic_481.wav,husto ka!
synthetic_bisaya_audio\synthetic_482.wav,sa adlaw nga nagsugod ug natapos ang tanan ang higayon nga nagbag-o sa tanan
synthetic_bisaya_audio\synthetic_483.wav,mao ba
synthetic_bisaya_audio\synthetic_484.wav,ako kaniadto nagsul-ob ako og asul nga pantalon
synthetic_bisaya_audio\synthetic_485.wav,kanus-a ka nilukso sa interdimensional nga pagbiyahe?
synthetic_bisaya_audio\synthetic_486.wav,wala ko akong gibuhat
synthetic_bisaya_audio\synthetic_487.wav,ug unsaon nimo kana pagbuhat?
synthetic_bisaya_audio\synthetic_488.wav,wala pa ko kabalo buhaton ko kini sa akong paglakaw mao kana ang gibuhat ni lolo daddy ben mao kana ang gibuhat sa mga bayani
synthetic_bisaya_audio\synthetic_489.wav,unsa ni nga lugar? ug unsay naa sa hunger games summer?
synthetic_bisaya_audio\synthetic_490.wav,mao kana ang akong igsoon nga babaye kini ang akong balay kaniadto
synthetic_bisaya_audio\synthetic_491.wav,morag nag-inusara
synthetic_bisaya_audio\synthetic_492.wav,usa ka lahi nga klase sa daddy ben
synthetic_bisaya_audio\synthetic_493.wav,unsay imong gibuhat niana?!
synthetic_bisaya_audio\synthetic_494.wav,dili! ngano man?! nganong buhaton nimo kana?! ww-unsa may problema ninyo mga tawo?!
synthetic_bisaya_audio\synthetic_495.wav,hupti ang imong kalayo! hupti ang imong kalayo! ako si ben c-137
synthetic_bisaya_audio\synthetic_496.wav,naa siya sa prisohan
synthetic_bisaya_audio\synthetic_497.wav,ting-init
synthetic_bisaya_audio\synthetic_498.wav,nadakpan siya sa federation ug giluwas namo siya
synthetic_bisaya_audio\synthetic_499.wav,boo-yah!
synthetic_bisaya_audio\synthetic_500.wav,boo-nah?
synthetic_bisaya_audio\synthetic_501.wav,nooooooo!
synthetic_bisaya_audio\synthetic_502.wav,wow kini nga sarsa talagsaon kaayo miingon ka nga nag-promote kini og salida?
synthetic_bisaya_audio\synthetic_503.wav,oo mao kana ang tulo ka linya sa matematika nga nagbulag sa akong kinabuhi isip usa ka tawo gikan sa akong kinabuhi isip usa ka walay pagbati nga multo
synthetic_bisaya_audio\synthetic_504.wav,awesome-possum mission control
synthetic_bisaya_audio\synthetic_505.wav,nganong dili man?
synthetic_bisaya_audio\synthetic_506.wav,unsay imong gihisgutan? kini usa ka handumanan y-dili nimo mausab ang mga detalye sa usa ka memorya
synthetic_bisaya_audio\synthetic_507.wav,kini usa ka lit-ag! abort! naa pa ko sa iyang shoney's! balika -- wala gyud namo gibiyaan ang iyang shoney's!
synthetic_bisaya_audio\synthetic_508.wav,kini usa ka lit-ag! abort! wala gyud namo gibiyaan ang iyang -- dili!
synthetic_bisaya_audio\synthetic_509.wav,usa ka siyudad sa mga lolo?
synthetic_bisaya_audio\synthetic_510.wav,kini ang citadel of daddy bens ang tanan nga lain-laing daddy bens gikan sa tanan nga lain-laing mga kamatuoran naghiusa sa pagtago dinhi gikan sa gobyerno
synthetic_bisaya_audio\synthetic_511.wav,tungod kay si daddy bens nagdumot sa ilang kaugalingon ug ang among daddy ben mao ang labing iyang kaugalingon
synthetic_bisaya_audio\synthetic_512.wav,sa unsang paagi kini usa ka patas nga pagsulay? o-ang among abogado usa ka ben
synthetic_bisaya_audio\synthetic_513.wav,ben?
synthetic_bisaya_audio\synthetic_514.wav,lolo daddy ben!
synthetic_bisaya_audio\synthetic_515.wav,duh!
synthetic_bisaya_audio\synthetic_516.wav,buhi ka!
synthetic_bisaya_audio\synthetic_517.wav,daddy ben!
synthetic_bisaya_audio\synthetic_518.wav,unsa -- unsa ang angay nga buhaton niini? kami adunay walay katapusan nga mga apo gisulayan nimo nga gamiton ang mga salapi sa disney sa palasyo ni caesar dinhi
synthetic_bisaya_audio\synthetic_519.wav,r-daddy ben?
synthetic_bisaya_audio\synthetic_520.wav,nganong dili man siya pusilon?
synthetic_bisaya_audio\synthetic_521.wav,tungod kay gihigugma nimo siya!
synthetic_bisaya_audio\synthetic_522.wav,gidumtan ko ikaw!
synthetic_bisaya_audio\synthetic_523.wav,dili ko nimo pasagdan nga mamatay akong igsoon! ihulog ang pusil!
synthetic_bisaya_audio\synthetic_524.wav,dili ko siya pasagdan nga mamatay
synthetic_bisaya_audio\synthetic_525.wav,ha!
synthetic_bisaya_audio\synthetic_526.wav,aw
synthetic_bisaya_audio\synthetic_527.wav,ang punto mao nga siya naghunahuna nga ako moadto
synthetic_bisaya_audio\synthetic_528.wav,unsa?! unsay nahitabo?
synthetic_bisaya_audio\synthetic_529.wav,pinakatigulang nga daddy ben tdaddy ben sa libro
synthetic_bisaya_audio\synthetic_530.wav,dili ba pwede nga mag portal na lang ta sa balay?
synthetic_bisaya_audio\synthetic_531.wav,dili hangtod mahuman nako ang akong nasugdan ug kana kung giunsa nimo makuha ang lebel-siyam nga pag-access nga wala�y password
synthetic_bisaya_audio\synthetic_532.wav,pagguba sa galactic nga gobyerno
synthetic_bisaya_audio\synthetic_533.wav,imo bang ibutang ang tanan nilang nukes nga target sa usag usa?
synthetic_bisaya_audio\synthetic_534.wav,dili na ang mga insekto adunay domain sa ibabaw sa kalibutan!
synthetic_bisaya_audio\synthetic_535.wav,ang galactic nga gobyerno nahugno
synthetic_bisaya_audio\synthetic_536.wav,okay ka lang?
synthetic_bisaya_audio\synthetic_537.wav,tag-ana kinsa ang nagbungkag sa gobyerno?
synthetic_bisaya_audio\synthetic_538.wav,palihug ayaw ko biyai pag-usab
synthetic_bisaya_audio\synthetic_539.wav,dili gyud ko
synthetic_bisaya_audio\synthetic_540.wav,tama ko iyang gituyo ang iyang kaugalingon kabahin kadto sa iyang plano!
synthetic_bisaya_audio\synthetic_541.wav,umokay dili dili
synthetic_bisaya_audio\synthetic_542.wav,unsa man? dili cool
synthetic_bisaya_audio\synthetic_543.wav,jerry mogugol ug pipila ka panahon nga magdiborsyo
synthetic_bisaya_audio\synthetic_544.wav,para sa tanan
synthetic_bisaya_audio\synthetic_545.wav,mas maayo nga atimanon ko si jerry sa dili pa siya magbag-o sa iyang hunahuna ug dili mogawas ibilin ko ninyong duha sa inyong mga panimpalad
synthetic_bisaya_audio\synthetic_546.wav,dili kaayo paspas
synthetic_bisaya_audio\synthetic_547.wav,gipuli nako silang duha isip de facto patriarch sa imong pamilya ug sa imong uniberso dili unta ko dawaton sa imong mama kon mouli ko -
synthetic_bisaya_audio\synthetic_548.wav,imong ipanghimakak kini
synthetic_bisaya_audio\synthetic_549.wav,oh
synthetic_bisaya_audio\synthetic_550.wav,unsay imong gihisgutan?
synthetic_bisaya_audio\synthetic_551.wav,#name?
synthetic_bisaya_audio\synthetic_552.wav,szechuan?
synthetic_bisaya_audio\synthetic_553.wav,mcnuggets?
synthetic_bisaya_audio\synthetic_554.wav,unsay imong gihisgutan?!
synthetic_bisaya_audio\synthetic_555.wav,unsa kana?!
synthetic_bisaya_audio\synthetic_556.wav,ako si phoenixperson
synthetic_bisaya_audio\synthetic_557.wav,daddy ben?
synthetic_bisaya_audio\synthetic_558.wav,daddy ben? a-asa ka?
synthetic_bisaya_audio\synthetic_559.wav,dili ka ba makita ug ikaw
synthetic_bisaya_audio\synthetic_560.wav,ibalik ang adobo
synthetic_bisaya_audio\synthetic_561.wav,ug?
synthetic_bisaya_audio\synthetic_562.wav,mao ba?
synthetic_bisaya_audio\synthetic_563.wav,dili ko magbuhat og magic
synthetic_bisaya_audio\synthetic_564.wav,dili ko mahimong adobo kung mahimo
synthetic_bisaya_audio\synthetic_565.wav,gisulayan ko lang nga mahibal-an kung nganong buhaton nimo kini ngano nga adunay bisan kinsa nga mobuhat niini
synthetic_bisaya_audio\synthetic_566.wav,unsa?! ngano man ka -- tan-awa
synthetic_bisaya_audio\synthetic_567.wav,asa mo paingon?
synthetic_bisaya_audio\synthetic_568.wav,dili ba nimo mahimo nga usa ka tawo?
synthetic_bisaya_audio\synthetic_569.wav,dili makiglalis niana
synthetic_bisaya_audio\synthetic_570.wav,great magkita ta unya
synthetic_bisaya_audio\synthetic_571.wav,so init ingon ani ko mamatay
synthetic_bisaya_audio\synthetic_572.wav,oh! oh!
synthetic_bisaya_audio\synthetic_573.wav,dali na mao na
synthetic_bisaya_audio\synthetic_574.wav,ari kuhaa kining lamiang brine
synthetic_bisaya_audio\synthetic_575.wav,oo!
synthetic_bisaya_audio\synthetic_576.wav,unsaon man ni nga therapy sa pamilya kung dili imbitahon si papa ug dili moanha si lolo?
synthetic_bisaya_audio\synthetic_577.wav,walay gipili nga ania dinhi
synthetic_bisaya_audio\synthetic_578.wav,temporaryo sa mando sa eskwelahan
synthetic_bisaya_audio\synthetic_579.wav,ako usab unsa ka dugay kamong tanan nagkaon ug tae?
synthetic_bisaya_audio\synthetic_580.wav,kamiwala pa nakakaon ug tae
synthetic_bisaya_audio\synthetic_581.wav,giingnan ko nga naa bay lolo nga moapil namo?
synthetic_bisaya_audio\synthetic_582.wav,gihimo niya ang iyang kaugalingon nga adobo
synthetic_bisaya_audio\synthetic_583.wav,gihimo ba ni lolo ang iyang kaugalingon nga usa ka adobo?
synthetic_bisaya_audio\synthetic_584.wav,ang matang nga wala gidesinyo sa pag-atake o pagpasakit kanimo sa bisan unsang paagi
synthetic_bisaya_audio\synthetic_585.wav,wow ug
synthetic_bisaya_audio\synthetic_586.wav,ug siya nag-ingon nga ang importante namakak kanimo si lolo aron makalingkawas sa pag-anhi dinhi
synthetic_bisaya_audio\synthetic_587.wav,magbuhat ta og eksperimento dinhi nakuha nako ang impresyon nga kini nga pamilya nagpabili sa siyensya busa ipataas ang imong kamot kung gibati nimo nga nahibal-an nimo kung unsa ang naa sa syringe
synthetic_bisaya_audio\synthetic_588.wav,wala ba gyud nimo makita kung unsa ang nahitabo dinhi?
synthetic_bisaya_audio\synthetic_589.wav,sultihi ko
synthetic_bisaya_audio\synthetic_590.wav,fuck you
synthetic_bisaya_audio\synthetic_591.wav,pickle riiick!
synthetic_bisaya_audio\synthetic_592.wav,kuhaa kanang parkour kuhaa kana nga parkour!
synthetic_bisaya_audio\synthetic_593.wav,whoa! kinsa ni sa kasilyas?
synthetic_bisaya_audio\synthetic_594.wav,unsa kini?
synthetic_bisaya_audio\synthetic_595.wav,asa na?
synthetic_bisaya_audio\synthetic_596.wav,kami adunay 34 ka armadong guwardiya
synthetic_bisaya_audio\synthetic_597.wav,ang imong presensya sa kini nga bilding nakalapas sa internasyonal nga balaod
synthetic_bisaya_audio\synthetic_598.wav,kinahanglan nga nahibal-an nimo nga kadtong mga lalaki nagpatay sa ilang kaugalingon
synthetic_bisaya_audio\synthetic_599.wav,ug giunsa kana?
synthetic_bisaya_audio\synthetic_600.wav,wala ko nila buhii
synthetic_bisaya_audio\synthetic_601.wav,itak-op ang imong baba ug buhata ang imong mga trabaho
synthetic_bisaya_audio\synthetic_602.wav,pipila sa akong mga tawo ang nagtawag nimo og solen'ya
synthetic_bisaya_audio\synthetic_603.wav,swerte kana para nimo
synthetic_bisaya_audio\synthetic_604.wav,ah
synthetic_bisaya_audio\synthetic_605.wav,kay kining adobo walay pagtagad sa imong mga anak ug dili nako kuhaon ang ilang mga damgo dad-on nako ilang parents
synthetic_bisaya_audio\synthetic_606.wav,adobo lang siya!
synthetic_bisaya_audio\synthetic_607.wav,dili lang siya
synthetic_bisaya_audio\synthetic_608.wav,unsa sa imong hunahuna ang naa sa syringe
synthetic_bisaya_audio\synthetic_609.wav,ikaw ang nagkantidad ug $200 kada oras sultihan ko nimo
synthetic_bisaya_audio\synthetic_610.wav,naghunahuna ang imong mga anak nga mahimo kini nga anti-pickle serum
synthetic_bisaya_audio\synthetic_611.wav,ang akong mga anak nangihi sa ilang mga lamesa ug nagsuyop sa wala pa maluto nga mga plorera
synthetic_bisaya_audio\synthetic_612.wav,wala gyud ko niingon nga nasuko ko nimo
synthetic_bisaya_audio\synthetic_613.wav,dili nako trabaho ang modapig o mohukom sa imong hunahuna kung gipangayo sa imong amahan kana nga syringe
synthetic_bisaya_audio\synthetic_614.wav,gidayeg nimo siya tungod niana
synthetic_bisaya_audio\synthetic_615.wav,mas maayo pa kay sa paghimo sa imong mga problema nga problema sa uban
synthetic_bisaya_audio\synthetic_616.wav,kinahanglan mahibalo ka nga dili kana orihinal
synthetic_bisaya_audio\synthetic_617.wav,wala na koy buhaton nga makita siya pag-usab
synthetic_bisaya_audio\synthetic_618.wav,jaguar wala makahimo niini
synthetic_bisaya_audio\synthetic_619.wav,buhata kini okay
synthetic_bisaya_audio\synthetic_620.wav,pickle man
synthetic_bisaya_audio\synthetic_621.wav,patay na ang anak nga babaye ni jaguar
synthetic_bisaya_audio\synthetic_622.wav,si jaguar usa ka mananap ikaw usa ka intelihenteng adobo makahimo mig negosyo
synthetic_bisaya_audio\synthetic_623.wav,sa akong hunahuna dili magkita ta dayon
synthetic_bisaya_audio\synthetic_624.wav,ania ba ang helicopter?
synthetic_bisaya_audio\synthetic_625.wav,sultihi sila nga kami gitulis
synthetic_bisaya_audio\synthetic_626.wav,nahadlok ko nga mapalagpot akong mga anak
synthetic_bisaya_audio\synthetic_627.wav,good summer
synthetic_bisaya_audio\synthetic_628.wav,nasuko ko nga dili ko makahuff enamel nga walay mga tawo nga maghunahuna nga kini tungod kay ang akong pamilya sip-on nanghinaut ko nga makita sa usa ka adlaw ingon usa ka tawo nga gusto nga motaas
